school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,http://med.umkc.edu/admissions/entering-class-profile/,"404 Page Not Found - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",annual_report,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,http://med.umkc.edu/admissions/entering-class-statistics/,"404 Page Not Found - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",annual_report,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,http://med.umkc.edu/md/apply/,"Application Information - M.D. Program - Degree and Certificate Programs - Academics - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",class_profile,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,https://med.umkc.edu/academics/degree-and-certificate-programs/ba-md/student-profiles.html,"Student Profiles - B.A./M.D. Program - Degree and Certificate Programs - Academics - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",class_profile,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,https://med.umkc.edu/academics/degree-and-certificate-programs/md/student-profiles.html,"Student Profiles - M.D. Program - Degree and Certificate Programs - Academics - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",class_profile,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,https://med.umkc.edu/academics/degree-and-certificate-programs/msa/student-profiles.html,"Student Profiles - Master of Science in Anesthesia - Degree and Certificate Programs - Academics - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",class_profile,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_missouri_kansas_city_school_of_medicine_kansas_city_missouri,University of Missouri-Kansas City School of Medicine,MD,https://med.umkc.edu/academics/degree-and-certificate-programs/pa/student-profiles.html,"Student Profiles - Master of Medical Science Physician Assistant - Degree and Certificate Programs - Academics - School of Medicine | University of Missouri-Kansas City UMKC School of Medicine on Facebook <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on Twitter <span class=""sr-only""> link opens in a new tab</span> UMKC School of Medicine on YouTube <span class=""sr-only""> link opens in a new tab</span>",class_profile,med.umkc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_nebraska_college_of_medicine_omaha_nebraska,University of Nebraska College of Medicine,MD,http://www.unmc.edu/com/prospective/admissions/index.html,University of Nebraska College of Medicine,admissions_page,unmc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_nevada_reno_school_of_medicine_reno_nevada,"University of Nevada, Reno School of Medicine",MD,http://med.unr.edu/admissions,University of Nevada School of Medicine,admissions_page,med.unr.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_nevada_reno_school_of_medicine_reno_nevada,"University of Nevada, Reno School of Medicine",MD,https://med.unr.edu/about/annual-report,UNR Med Annual Report | School of Medicine,annual_report,med.unr.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_new_mexico_school_of_medicine_albuquerque_new_mexico,University of New Mexico School of Medicine,MD,http://som.unm.edu/education/md/ume/,University of New Mexico School of Medicine,admissions_page,som.unm.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_north_dakota_school_of_medicine_and_health_sciences_grand_forks_no,University of North Dakota School of Medicine and Health Sciences,MD,http://www.med.und.edu/student-affairs-admissions/application-process.cfm,University of North Dakota School of Medicine and Health Sciences,admissions_page,med.und.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_oklahoma_college_of_medicine_oklahoma_city_oklahoma,University of Oklahoma College of Medicine,MD,https://www.oumedicine.com/college-of-medicine/information-about/admissions,University of Oklahoma College of Medicine,admissions_page,oumedicine.com,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_pittsburgh_school_of_medicine_pittsburgh_pennsylvania,University of Pittsburgh School of Medicine,MD,http://medschool.pitt.edu/admissions/index.aspx,University of Pittsburgh School of Medicine,admissions_page,medschool.pitt.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_rochester_school_of_medicine_and_dentistry_rochester_new_york,University of Rochester School of Medicine and Dentistry,MD,https://www.urmc.rochester.edu/education/md/admissions.aspx,University of Rochester School of Medicine and Dentistry,admissions_page,urmc.rochester.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",MD,http://sc.edu/study/colleges_schools/medicine_greenville/admissions/apply.php,University of South Carolina School of Medicine - Greenville,admissions_page,sc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",MD,https://sc.edu/study/colleges_schools/medicine/education/md_program/admission/classprofile/index.php,Sitemap stats-like URL,class_profile,sc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_south_carolina_school_of_medicine_greenville_greenville_south_caro,"University of South Carolina School of Medicine, Greenville",MD,https://sc.edu/study/colleges_schools/medicine_greenville/admissions/ask_a_question/,Ask a Question - School of Medicine Greenville | University of South Carolina Search USC Facebook USC Instagram USC X,school_homepage,sc.edu,official_school_domain,1.00,fetched,accepted,,official published school profile,official_published_range_midpoint,509,average,3.73,range_midpoint,,"ts who hold a permanent resident visa. Admissions Requirements Expand all What are your minimum GPA and MCAT requirements? We do not have a minimum GPA or MCAT score. However, the average GPA and MCAT scores for matriculating students are typically 3.7-3.75 and 509, respectively. The admissions committee reviews applicants holistically . I have taken the MCAT more than once. Which score(s) will you consider? The admissions committee will consider your hig ts who hold a permanent resident visa. Admissions Requirements Expand all What are your minimum GPA and MCAT requirements? We do not have a minimum GPA or MCAT score. However, the average GPA and MCAT scores for matriculating students are t",,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. One or more values were range-derived; midpoint used for scoring. Fetched reviewed assisted-search official URL even though the path is not stats-shaped.
md_university_of_south_dakota_sanford_school_of_medicine_vermillion_south_dakota,University of South Dakota Sanford School of Medicine,MD,http://www.usd.edu/medicine/medical-student-affairs/eligibility,University of South Dakota Sanford School of Medicine,admissions_page,usd.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/about/strategic-plan/documents/medicine-annual-report.docx,Sitemap stats-like URL,annual_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/class-profiles.php,Profile of Admitted Class | Admissions | College of Medicine | UTHSC,class_profile,uthsc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2025,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/documents/college-of-medicine-admissions-2024-preparedness-worksheet.pdf,college-of-medicine-admissions-2024-preparedness-worksheet.pdf,pdf_report,uthsc.edu,official_school_domain,1.00,fetched,accepted,2024,official published school profile,official_published_mean,511,average,3.83,average,,Academic Measurables Who could be a physician? A person who has earned a medical degree and passed all US Medical Licensing Exams. • MCAT – T he MCAT exam predicts performance on USMLE Step 1 – 511 C ollege of Medicine average score for the 2024 matriculating class – 50 1-525 The range of MCAT scores from the College of Medicine 2024 matriculating class – It is r ecommended that applicants score in the om the College of Medicine 2024 matriculating class – It is r ecommended that applicants score in the 50th percentile or higher in each section to be considered most competitive • G PA – Pr edicts preparedness for medical school curriculum – 3.83 A verage total GPA for the College of Medicine ,,2026-06-09,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/roster/documents/2015-entering-class-list.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/roster/documents/2016-entering-class.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/roster/documents/2017-entering-class-list.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/roster/documents/2018-entering-class-list.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/roster/documents/2019-entering-class.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/admissions/roster/documents/2020-entering-class.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/student-affairs/documents/composites-residency/uthsc-com-2023-entering-class-composite.pdf,Sitemap stats-like URL,pdf_report,uthsc.edu,official_school_domain,1.00,fetch_failed_http_401,fetch_failed_http_401,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 401: Unauthorized
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://uthsc.edu/medicine/test/chattanooga/gme/fast-facts.php,Sitemap stats-like URL,class_profile,uthsc.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://www.uthsc.edu/Medicine/Admissions/index.php,University of Tennessee Health Science Center College of Medicine,admissions_page,uthsc.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_tennessee_health_science_center_college_of_medicine_memphis_tennes,University of Tennessee Health Science Center College of Medicine,MD,https://www.uthsc.edu/medicine/admissions/class-profiles.php,Profile of Admitted Class | Admissions | College of Medicine | UTHSC,class_profile,uthsc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2025,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_texas_rio_grande_valley_school_of_medicine_edinburg_texas,University of Texas Rio Grande Valley School of Medicine,MD,http://www.utrgv.edu/school-of-medicine/admissions-and-aid/index.htm,University of Texas Rio Grande Valley School of Medicine,admissions_page,utrgv.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_texas_southwestern_medical_school_dallas_texas,University of Texas Southwestern Medical School,MD,http://www.utsouthwestern.edu/education/medical-school/admissions/,"Medical School Admissions: UT Southwestern - Dallas, TX",class_profile,utsouthwestern.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2025,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_toledo_college_of_medicine_and_life_sciences_toledo_ohio,University of Toledo College of Medicine and Life Sciences,MD,https://www.utoledo.edu/med/md/,MD Programs,class_profile,utoledo.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_toledo_college_of_medicine_and_life_sciences_toledo_ohio,University of Toledo College of Medicine and Life Sciences,MD,https://www.utoledo.edu/med/md/classprofile.html,Medical School Class Profile of Entering Class,class_profile,utoledo.edu,official_school_domain,1.00,fetched,accepted,2025,official published school profile,official_published_mean,510,average,3.78,average,,4 Male (49%): 86 Female (50%): 87 TOTAL: 175 Academics & Test Results Academic Performance Average Total GPA: 3.78 Average Total Science GPA: 3.71 Average Total Graduate GPA: 3.65 MCAT Results Average Total MCAT: 510 (79th percentile) 111 Ohio Residents 24 States Represented + D.C. 38 Students from Northwest Ohio 64 Colleges Represented 14 Ohio Colleges Represented Major Colleges Represented A hwest Ohio (22%): 38 - Remaining Ohio (41%): 73 Non-Ohio Residents (37%): 64 Male (49%): 86 Female (50%): 87 TOTAL: 175 Academics & Test Results Academic Performance Average Total GPA: 3.78 Average Total Science GPA: 3.71 Average Total Graduate GPA: 3.65 MCAT Results Average Total MCAT: 510 (79th perce,,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/admissions/,University of Virginia School of Medicine,admissions_page,med.virginia.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/home-2/2021-2022_annual-report_homepage-slider2_821x448/,2021-2022_annual-report_homepage-slider2_821x448 - University of Virginia School of Medicine University of Virginia School of Medicine Search Icon down-arrow University of Virginia School of Medicine linkedin icon facebook twitter youtube,annual_report,med.virginia.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/home-2/2021-2022_annual-report_homepage-slider_821x448/,2021-2022_annual-report_homepage-slider_821x448 - University of Virginia School of Medicine University of Virginia School of Medicine Search Icon down-arrow University of Virginia School of Medicine linkedin icon facebook twitter youtube,annual_report,med.virginia.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/home-2/2023-annual-report-cover-with-drop-shadow-gray-bkgrd-2x1/,2023 Annual Report cover with drop shadow gray bkgrd 2x1 - University of Virginia School of Medicine University of Virginia School of Medicine Search Icon down-arrow University of Virginia School of Medicine linkedin icon facebook twitter youtube,annual_report,med.virginia.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/home-2/2024-annual-report-on-gray-woodgrain-tabletop-2/,2024 annual report on gray woodgrain tabletop - University of Virginia School of Medicine University of Virginia School of Medicine Search Icon down-arrow University of Virginia School of Medicine linkedin icon facebook twitter youtube,annual_report,med.virginia.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_virginia_school_of_medicine_charlottesville_virginia,University of Virginia School of Medicine,MD,https://med.virginia.edu/home-2/2024-annual-report-on-gray-woodgrain-tabletop/,2024 annual report on gray woodgrain tabletop - University of Virginia School of Medicine University of Virginia School of Medicine Search Icon down-arrow University of Virginia School of Medicine linkedin icon facebook twitter youtube,annual_report,med.virginia.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_washington_school_of_medicine_seattle_washington,University of Washington School of Medicine,MD,http://www.uwmedicine.org/education/md-program/admissions,University of Washington School of Medicine,admissions_page,uwmedicine.org,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,http://www.med.wisc.edu/admissions/entering-class-profile/,MD Admissions - Entering MD Class Statistics - School of Medicine and Public Health,class_profile,med.wisc.edu,official_school_domain,1.00,fetched,accepted,2025,accepted students,official_published_mean,511,average,3.78,average,,"g Class of 2025 7744 Total applications 592 Total interviews 171 Admitted Students Wisconsin residents: 132 Out-of-state: 39* 3.78 Average cumulative GPA Average science GPA: 3.70 511 Average MCAT 21-40 Age range *Consistent with our mission and the Wisconsin Idea , we focus on training physicians to serve the health needs of Wisconsin. Most Common Undergrad Majors Biology s Community Service Programs What Students Say Entering Class of 2025 7744 Total applications 592 Total interviews 171 Admitted Students Wisconsin residents: 132 Out-of-state: 39* 3.78 Average cumulative GPA Average science GPA: 3.70 511 Average MCAT 21-40 Age range *Consistent with our mission and the Wisconsin Idea , we ",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,http://www.med.wisc.edu/education/md/admissions/main/102,MD Admissions - School of Medicine and Public Health,class_profile,med.wisc.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,,accepted students,official_published_mean,,,3.78,average,,"riteria Letters of recommendation Technical standards Admissions Decisions Accepted Applicants Reapplying Admissions Statistics 7744 Total applications 176 Entering class students 3.78 Average cumulative GPA More Entering Class Stats Tuition and Aid From tuition to financial wellness to scholarships, find all the information you need to be financially prepared to attend medical school",,2026-06-09,,needs_review,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,https://www.med.wisc.edu/about-us/facts-and-figures/,About Us - Facts and Figures - School of Medicine and Public Health,annual_report,med.wisc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,https://www.med.wisc.edu/education/md-program/admissions/entering-class-profile/,MD Admissions - Entering MD Class Statistics - School of Medicine and Public Health,class_profile,med.wisc.edu,official_school_domain,1.00,fetched,accepted,2025,accepted students,official_published_mean,511,average,3.78,average,,"g Class of 2025 7744 Total applications 592 Total interviews 171 Admitted Students Wisconsin residents: 132 Out-of-state: 39* 3.78 Average cumulative GPA Average science GPA: 3.70 511 Average MCAT 21-40 Age range *Consistent with our mission and the Wisconsin Idea , we focus on training physicians to serve the health needs of Wisconsin. Most Common Undergrad Majors Biology s Community Service Programs What Students Say Entering Class of 2025 7744 Total applications 592 Total interviews 171 Admitted Students Wisconsin residents: 132 Out-of-state: 39* 3.78 Average cumulative GPA Average science GPA: 3.70 511 Average MCAT 21-40 Age range *Consistent with our mission and the Wisconsin Idea , we ",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,https://www.med.wisc.edu/news/warm-rural-medicine-program-2018-entering-class/,Wisconsin Academy for Rural Medicine welcomes new students - School of Medicine and Public Health,annual_report,med.wisc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_university_of_wisconsin_school_of_medicine_and_public_health_madison_wisconsin,University of Wisconsin School of Medicine and Public Health,MD,https://www.med.wisc.edu/research/facts-and-figures/,Research - Research Facts and Figures - School of Medicine and Public Health,annual_report,med.wisc.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_vanderbilt_university_school_of_medicine_nashville_tennessee,Vanderbilt University School of Medicine,MD,https://medschool.vanderbilt.edu/2022/06/30/meet-the-vanderbilt-mstp-incoming-class-of-2022/,Meet the Vanderbilt MSTP Incoming Class of 2022! | School of Medicine | Vanderbilt University,school_homepage,medschool.vanderbilt.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2022,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_vanderbilt_university_school_of_medicine_nashville_tennessee,Vanderbilt University School of Medicine,MD,https://medschool.vanderbilt.edu/md-admissions/,Vanderbilt University School of Medicine,admissions_page,medschool.vanderbilt.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,MD,http://www.medschool.vcu.edu/about/annual-reports/,Annual Reports - VCU School of Medicine,annual_report,medschool.vcu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,MD,http://www.medschool.vcu.edu/admissions/md/,Virginia Commonwealth University School of Medicine,admissions_page,medschool.vcu.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_virginia_commonwealth_university_school_of_medicine_richmond_virginia,Virginia Commonwealth University School of Medicine,MD,https://medschool.vcu.edu/about/annual-reports/,Annual Reports - VCU School of Medicine,annual_report,medschool.vcu.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
