source_key,source_name,source_url,pdf_file,source_row_number,stream_index,row_y,state,school_name_raw,school_name_clean,interview_procedures,interview_invitation_timing,interview_day,regional_interviews,recorded_video_interviews,notes
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,42,26,330.164,IA,University of Iowa Roy J. and Lucille A. Carver College of Medicine,University of Iowa Roy J. and Lucille A. Carver College of Medicine,Candidates are interviewed individually by two faculty members for 25 minutes. The interview day includes a case-based learning session facilitated by M4 students. Both virtual and in person interview formats are available.,Mid August,"Carver conducts ""closed file"" interviews - interviewers are faculty volunteers and want to get to know candidates ""off of paper"" completely! Do not let this scare you - candidates often tell us how nervous they were before the interview and feel very positive about it afterwards. We make great efforts to keep nerves low so candidates can perform at their very best on interview day. A previous interviewee wrote this about their Carver interview experience: ""I think the interview process was amazing! This was my first in -person interview experience, and it was a lot less stressful than I imagined."" We offer both in person and virtual interviews. Admissions committee members will not know the format candidates choose. For more information, see https://md.medicine.uiowa. edu/admissions/application -process/interview-faq",Regional interviews are not available.,Video interviews are not offered. Virtual interviews are offered.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,43,26,225.164,IL,Carle Illinois College of Medicine,Carle Illinois College of Medicine,,,"Carle Illinois College of Medicine does not conduct interviews. Our preliminary evaluations begin in July and are typically completed by the end of winter break. Finalist evaluation generally begins mid-fall, and offers do not typically go out until the following January.",,,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,44,26,165.163,IL,Chicago Medical School at Rosalind Franklin University of Medicine & Science,Chicago Medical School at Rosalind Franklin University of Medicine & Science,The Chicago Medical School employs the multiple mini interview format-virtually.,The first interview invitations will be sent in sent August 2026 and we begin interviewing in September 2026.,Applicants who are invited to interview will receive a confirmation email and a detailed description of the interview day.,not available.,not available.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,45,28,330.163,IL,Loyola University Chicago Stritch School of Medicine,Loyola University Chicago Stritch School of Medicine,"For Cycle 2026, candidates can choose between in-person and virtual interviews. The admissions committee will conduct one full file and one partial file interview.","July 28, 2026","Candidates will select an in-person or virtual interview day when invited to interview. All interview days include a 45 -minute orientation, one full file and one partial file interview with members of our admissions committee, and a 30 -minute wrap- up/Q & A session. In- person interview days will begin at 9:00 AM (CST) and end by 3:30 PM. In- person interview days include lunch and panel discussions with students and staff and campus and hospital tours. Virtual interview days will begin at 11:00 AM (CST) and end by 3:30 PM. Virtual interview days include a virtual chat with current students and pre- recorded content on our program and curricular options. All invited candidates are expected to participate in virtual and in- person interviews throughout the entire interview day. We will include instructions and recommendations for virtual interview preparation in your invitation.",Regional candidates are encouraged to visit in person if possible.,In-person and virtual interviews are provided until further notice. VITA will not be used.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,46,28,225.163,IL,Northwestern University The Feinberg School of Medicine,Northwestern University The Feinberg School of Medicine,Combination of interviews with full-time faculty and a senior medical student.,August 2026,"The virtual interview day consists of an orientation, interviews with faculty members and senior medical students, along with conversations with our 1st and 2nd-year medical students. The details for the interview day will be provided when interview invitations are sent.",Not available,Cycle 2027 interviews will be conducted virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,47,28,183.163,IL,Rush Medical College of Rush University Medical Center,Rush Medical College of Rush University Medical Center,RMC will host virtual interviews for the 2026- 2027 cycle.,"August 15, 2026",Applicants invited to interview will receive additional logistical information via email.,Regional interviews are not available.,RMC will host virtual interviews for the 2026-2027 cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,48,28,123.162,IL,Southern Illinois University School of Medicine,Southern Illinois University School of Medicine,MD: two one-on-one interviews; MD/JD: three one-on-one interviews.,Late July/Early August,"Welcome Session with Director of Admissions; Two, one-on-one Interviews; Financial Aid Session; Tour with a current medical student.",MD: two one-on-one interviews; MD/JD: three one-on-one interviews.,"when needed yes, but currently in- person.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,49,28,45.162,IL,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,"Three one-on-one interviews via Zoom with a faculty, administrator, and medical student.",August,"Applicants will have three one-on-one interviews with a faculty member, a student, and a Pritzker administrator, along with informational sessions with faculty, staff, and current students.",Regional interviews not available,All interviews will be via video for the 2026-27 cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,50,30,644.156,IL,University of Illinois College of Medicine,University of Illinois College of Medicine,Hybrid model that includes MMI and one-on-one interviews with faculty.,August,https://medicine.uic.edu/ad missions/interview-day/,Not available,All interviews are conducted via virtual platform.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,51,30,458.156,IN,Indiana University School of Medicine,Indiana University School of Medicine,Traditional interview format. One-on-one open file interview session with two members of the Admissions Committee.,August,"All 2026/27 MD applicant interviews will be conducted on online. Our interviews are held on Wednesdays, starting in late August through February. In addition to applicant interviews, there will be a financial aid presentation, a general informational session, and opportunities to meet current medical students. Applicants invited for an interview at Indiana University School of Medicine MD program will receive detailed interview information and instructions.",Interviews will be conducted online.,Interviews will be conducted online.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,52,30,245.155,KS,University of Kansas School of Medicine,University of Kansas School of Medicine,"Two individual 30-minute interviews, one open-file with a committee member. All interviews will take place virtually.",September 1,"All 2025-26 KU SOM interview days will take place virtually. Interviewees will receive access to a private site with interview day information: the admissions process and timelines, financial aid information, presentations from our Office of Student Engagement, and education deans. Additionally, interviewees will be invited to attend virtual Q&A sessions with current medical students. On-campus Second Look Days will be offered for all three campuses, and final dates will be sent to applicants who are interviewed.",Regional interviews are not available.,Video interviews are available.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,53,30,184.147,KY,University of Kentucky College of Medicine,University of Kentucky College of Medicine,Two individual interviews.,August,"Applicants will have two one on one interviews and a chance to eat lunch, tour, and talk with current students.","Yes, if the applicant selects a regional campus as their first choice campus on the supplemental application.",The University of Kentucky College of Medicine will be conducting all interviews in-person for the 2026 cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,54,30,132.139,KY,University of Louisville School of Medicine,University of Louisville School of Medicine,Two one-on-one academically blinded interviews with members of our Admissions Committee.,Early August,https://medicine.louisville.e du/admission/md-program- admissions,Regional interviews are not available.,All interviews are facilitated virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,55,30,89.130,LA,Louisiana State University School of Medicine in New Orleans,Louisiana State University School of Medicine in New Orleans,Three one-on-one interviews. Interviews will be through a virtual platform.,September 2026,Information is given to those who are invited to interview two weeks prior to appointment.,Regional interviews are not available.,All interviews will be conducted via a virtual platform.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,56,32,581.155,LA,Louisiana State University School of Medicine in Shreveport,Louisiana State University School of Medicine in Shreveport,"Two semi-blind, one-on- one interviews using structured and semi- structured question format. ""Semi-blind"" meaning interviewers will not have access to metrics, letters of recommendation, nor file updates prior to the interview.",09/10/2026,https://schoolofmedicine.ls uhs.edu/prospective- students/admissions/~boar d/som- admissions/post/the- interview,Regional interviews are not available.,All interviews are held via virtual meeting platform.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,57,32,520.147,LA,Tulane University School of Medicine,Tulane University School of Medicine,All interviews will be virtual for the upcoming cycle. The traditional interview format will include one-on- one interviews with faculty and current students.,July 2026,https://medicine.tulane.edu /education/undergraduate- medical-education-md- program/admissions/admis sions-process,Regional interviews are not available.,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,58,32,415.147,MA,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,Boston University Aram V. Chobanian & Edward Avedisian School of Medicine,Interviews are required with at least one faculty member. These are by invitation only.,August,"We require three virtual activities which may be scheduled on the same or different days: an interactive orientation to the school with the Associate Dean of Admissions, an individual faculty interview and a student-run information session.",no,Interviews conducted via Zoom.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,59,32,337.146,MA,Harvard Medical School,Harvard Medical School,One-on-one; scheduled selectively.,Early September,Candidates who are invited to interview will receive an email from the Office of the Committee on Admissions regarding available interview dates as well as information about the day itself.,No.,Interviews will be conducted virtually for the 2027 cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,60,32,160.146,MA,Tufts University School of Medicine,Tufts University School of Medicine,Interviews conducted September - March,August,"Interviews for the upcoming application cycle will be held virtually. The MD interview day includes presentations and Q&A sessions by various Deans and departments, a Student Panel, a virtual tour and two personal interviews. The Maine Track interview day involves an MMI Interview format and two personal interviews. All sessions and interviews will be hosted on Zoom. More information is provided to applicants invited to interview.",Regional interviews are not available.,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,61,34,366.163,MA,University of Massachusetts T.H. Chan School of Medicine,University of Massachusetts T.H. Chan School of Medicine,Worcester (MD) interviews and the PURCH track interviews are virtual Multiple Mini Interviews (MMIs). MSTP (MD/PhD) and LEAD@Lahey track use the traditional interview format.,"August 1 . If August 1 is a holiday, or a weekend, invitations will be sent out the next business day.","Interviews are by invitation of the Admissions Committee only. Applicants will be able to select their preferred interview time via the PeopleSoft system following receipt of an interview invitation. PURCH Track, LEAD@Lahey track and MD/PhD applicants will select from a bundle of interview options as there are separate interviews for PURCH, LEAD@Lahey and MD/PhD applicants. If an MD/PhD applicant is also applying to the PURCH track, that applicant will be selecting a bundle with three separate interviews. Applicants will be provided access to orientation videos outlining the MMI, our admissions process, curriculum and financial aid prior to their interview date. Details and access to any virtual sessions will be accessible within PeopleSoft.","All interviews are virtual. PURCH track, LEAD@Lahey track and MSTP (MD/PhD) program interviews occur on separate days.",All interviews will be conducted virtually through the Zoom or similar technology.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,62,34,198.163,MD,Johns Hopkins University School of Medicine,Johns Hopkins University School of Medicine,Each MD or MD/MBA applicant receives two interviews. MD-PhD applicants receive 5 interviews.,We typically begin sending interview invitations in September.,Interviews will be conducted virtually and scheduled from September through March. Each MD candidate invited to interview will complete two interviews with a committee member (1 faculty and 1 student). We also provide an optional meet & greet with current Hopkins students every Wednesday evening before the interview day as well as a 4th year medical student panel during the lunch hour on the interview day.,no,"Yes, via Zoom",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,63,34,102.163,MD,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,Each candidate for admission has two individual thirty-minute interviews. These interviews are conducted by our current medical students and active or retired military medical officers.,"Applications are reviewed as they are received, and the first interview invitations are sent in mid-late July. Interview invitations will continue to be offered through early December.",Applicants who are selected for an interview will be notified by email.,Regional interviews are not available.,All interviews for the MD and MD/PhD programs will be held virtually for the 2026-2027 cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,64,36,411.164,MD,University of Maryland School of Medicine,University of Maryland School of Medicine,Two interviews are conducted in a one-on-one format by trained faculty and student interviewers. Interviews usually last about 45 minutes.,August 2026,"Our interview day format will be remote in order to keep our applicants and SOM community safe and to ensure equity in the admissions process. Applicants will receive a presentation from the Office of Financial Aid, an information session conducted by the Associate Dean or Assistant Dean for Admissions, and will meet current students during the lunch and a Q&A. We will host in-person campus visits for the 2026 cycle for accepted students, and we will welcome accepted students to our campus in the late winter of 2027 for a Second Look visit. For more information: https://www.medschool.um aryland.edu/admissions/Yo ur-Path-to-Medical-School/ (see Interview Day section)",We plan to continue remote interviews for the 2027 cycle.,We plan to continue remote interviews for the 2027 cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,65,36,360.164,MI,Central Michigan University College of Medicine,Central Michigan University College of Medicine,"Multiple-Mini Interview (MMI), small and large group activities.",August of each application cycle.,https://www.cmich.edu/aca demics/colleges/college- of- medicine/education/md/ad missions/faq,no,All interviews are currently being conducted virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,66,36,291.163,MI,Michigan State University College of Human Medicine,Michigan State University College of Human Medicine,A multiple mini-interview and 30-minute traditional one-on-one interview with a current medical student. All interviews are virtual.,Invitations begin in August. Interviews are conducted from September through February.,Interviews will be held virtually for the 2026-2027 academic year. Detailed information is communicated electronically to those offered an interview.,no,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,67,36,69.163,MI,Oakland University William Beaumont School of Medicine,Oakland University William Beaumont School of Medicine,The interview process consists of three short- form interviews and one traditional 30-minute interview. Interviewers are blinded to applicants ’ academic records and MCAT results.,Late July/Early August 2026,"Interview day is organized to give select applicants a detailed introduction to the many unique and exciting opportunities OUWB offers medical students. We trust by day ’ s end, through engaging conversations with faculty, staff, and current students, you will have gained a comprehensive understanding of what it is like to be a medical student at OUWB. All interviews are offered by invitation only. Additional information and instructions on how to select an interview day are sent via email. Interview Days for the 2026-2027 cycle will be held virtually.",not available.,,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,68,38,572.155,MI,University of Michigan Medical School,University of Michigan Medical School,"All interviews will be conducted virtually on Thursday afternoons, including both one-on-one interviews and multiple mini-interviews. On the same week as the interview, we require participation in a Monday night event with current UM med students.",We start sending interview invitations in August.,https://medschool.umich.e du/programs- admissions/md- program/md- admissions/interview-day,No.,Yes.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,69,38,431.155,MI,Wayne State University School of Medicine,Wayne State University School of Medicine,"Faculty/alumni interview, current student interview and MMI interviews. All Interviews will be virtual for 2027 entering class.",July 2026 with interviews beginning in August 2026.,"All interviews are conducted virtually and incorporate 3 different types of interviews, including a one-on-one faculty/alumni interview, a one-on-one medical student interview, and 5 MMI stations. Students will be provided with opportunities to take campus tours, and attend Q&A sessions and webinars with current medical students.",All interviews are virtual.,All Interviews for 2027 entering class will be virtual.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,70,38,182.155,MI,Western Michigan University Homer Stryker M.D. School of Medicine,Western Michigan University Homer Stryker M.D. School of Medicine,Interviews for the Class of 2031 beginning in June 2027 will be held virtually. Interview sessions will include a traditional one- on-one open file interview in addition to a group activity. More details will be provided in the interview invitation.,Interview invitations begin in August. Interviews are held from late September through mid March.,"Interviews will be held virtually beginning late September 2026 for the Class of 2031 . The goal of our Interview Day is not only for us to get to know you, but for you to get to know us and start picturing yourself as a WMed student. Applicants invited to interview will be given access to videos, links, and information to review before attending the session so the virtual time together can be used to answer specific questions and focus on your specific areas of interest. The virtual Interview Day will include plenty of time with current students and faculty. Learn more: https://wmed.edu/app",no,Interviews for the class beginning in June 2027 will be held virtually.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,71,40,258.163,MN,Mayo Clinic Alix School of Medicine,Mayo Clinic Alix School of Medicine,"Each interviewee will have two, virtual, one-on-one, partially blinded, 30-minute interviews with members of our admissions aommittee.",Invitations for interviews will begin being sent in August 2026.,"Depending on an applicant ’ s selection and rank of campus track in the secondary application, you could be invited to interview with any of our three campuses. Applicants who select more than one campus track option will only be invited to interview with one campus, taking into consideration the specific rank of preference. That interview will count for the other campus tracks that were selected. Applicants invited to interview with us will participate in: virtual welcome session, two, one-on-one, 30 -minute, virtual interviews, a virtual tour of campus, connecting with current students, and question-and-answer sessions. Applicants should be dressed in business professional attire for their interviews. Applicants will also be required to meet with one member of MCASOM's alumni network as part of our Alumni Visit Program. These conversations provide applicants with an opportunity to learn more about MCASOM, Mayo Clinic ’ s culture and values, and the experiences of our alumni.","Applicants will be eligible to interview with the Arizona, Florida, or Minnesota campus based on their secondary application campus track preference. We do not offer regional interviews off campus.","The interview format will be virtual, live video interviews.",
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,72,40,189.163,MN,University of Minnesota Medical School,University of Minnesota Medical School,Traditional interview format via Zoom.,We begin sending invitations to interview in August.,Additional information regarding the interview day experience will be sent directly to applicant upon being approved for an interview.,Regional interviews will follow the same interview format.,Asynchronous questions will be recorded and videos will be uploaded as part of our secondary supplemental.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,73,40,93.163,MO,Saint Louis University School of Medicine,Saint Louis University School of Medicine,A one-on-one interview with a faculty member on the Admissions Committee and a group interview with a current student.,August 2026,"The interview day consists of a video interview with a faculty member of the Admissions Committee, a group video interview with a current student and other applicant(s), a virtual tour of the Medical Center, and a panel with current students.",None,Interviews will be conducted virtually for the 2026-2027 application cycle.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,74,42,600.163,MO,University of Missouri- Columbia School of Medicine,University of Missouri- Columbia School of Medicine,"Two open file, one-on-one interviews by Admissions Committee members are required, as well attendance at various presentations (typical interview day is 3 hours).",Invites to interview will start going out late September and will continue to be sent out through February. We do rolling admissions interview offers.,https://medicine.missouri.e du/admissions/application- process,,All interviews will be virtual.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,75,42,504.163,MO,University of Missouri- Kansas City School of Medicine,University of Missouri- Kansas City School of Medicine,Multiple-Mini Interview,"THE B.A./M.D. PROGRAM: January, THE MD PROGRAM: August",Applicants selected for interview are required to attend an interview day; no phone interviews are permitted. Candidates will participate in an 11-station multiple-mini interview designed to assess non- cognitive attributes and experiences.,Regional interviews are not available.,All interviews are conducted in-person.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,76,42,471.163,MO,Washington University in St. Louis School of Medicine,Washington University in St. Louis School of Medicine,"Open, unstructured, one- on-one.",Mid to late August.,https://mdadmissions.wustl .edu/how-to-apply/the- interview-what-to-expect/,Regional interviews are not available.,Video interviews are the anticipated format for 2026-27.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,77,42,411.162,MS,University of Mississippi School of Medicine,University of Mississippi School of Medicine,Multiple Mini Interviews,late July,Students arrive by 7:30 A.M. on interview day. Interviews conclude by 1:00 P.M. and include lunch and a tour with current medical students.,Interviews are conducted in-person only.,No,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,78,42,315.162,NC,Brody School of Medicine at East Carolina University,Brody School of Medicine at East Carolina University,Two one on one interviews by committee members.,July of the year prior to matriculation.,Interviews are conducted virtually. Multiple campus visit opportunities are available to applicants selected to interview. Campus visit days include a student panel and tour of the Brody School of Medicine and ECU Health Sciences Campus.,No.,All interviews are virtual video interviews.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,79,42,183.162,NC,Duke University School of Medicine,Duke University School of Medicine,Virtual Multiple Mini Interview (MMI),July 27,"Applicants will interact virtually with members of the DukeMed Community at orientation and will participate in the Multiple Mini Interview (MMI). Applicants will also meet and talk with current students about their experiences in the curriculum, living in Durham, their involvement in the school and community.",Regional interviews are no longer available,Yes,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,80,42,140.154,NC,Methodist University Cape Fear Valley Health School of Medicine,Methodist University Cape Fear Valley Health School of Medicine,Candidates rotate between interview stations and are assessed on a variety of competencies.,August 2026,,A select number of in-person interviews will be available for the 2027 cycle.,The majority of interviews are conducted virtually via Zoom.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,81,42,71.153,NC,University of North Carolina at Chapel Hill School of Medicine,University of North Carolina at Chapel Hill School of Medicine,Interviews are conducted virtually on Zoom.,"Typically, interview invitations are sent starting in late July/August.","The interview day will consist of virtual interviews with representatives from the School of Medicine community, and the format will include traditional interviews.",Interviews are conducted virtually.,Interviews are conducted virtually on Zoom.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,82,44,483.163,NC,Wake Forest University School of Medicine,Wake Forest University School of Medicine,Multiple Mini Interviews (MMI) - Will be held virtually.,August 2026,"Applicants are invited to participate in the virtual MMI and a virtual information session. The MMI is completed prior to the information session. The virtual information session will include time with our Dean of Admissions, financial aid and small group sessions with students giving applicants an opportunity to learn more about our program. The virtual session also includes one small group question. The MMI and information session are both required for applicants invited to participate.",Regional interviews are not available.,WFUSM offers a virtual MMI.,
aamc_msar_interview_policies,AAMC MSAR Advisor Reports,https://students-residents.aamc.org/medical-school-admission-requirements/medical-school-admission-requirements-reports-applicants-and-advisors,data/raw/aamc/msar_reports/15_msar008-msar-interview-procedures.pdf,83,44,387.163,ND,University of North Dakota School of Medicine and Health Sciences,University of North Dakota School of Medicine and Health Sciences,"Interviews are conducted by a three-person team made up of admission committee members: an MD, a PhD and a medical student. One of the three members will take lead, but all three will ask questions.",We begin sending interview invites in October for ND applicants and November through December for all other applicants.,The interview day provides an important opportunity for applicants and members of the UND SMHS community to get to know each other. Current medical students conduct a Q & A on each interview day to answer applicant's questions.,"Interviews take place during specific Fridays and Saturdays in October, November, December and January.",All interviews will be conducted over Zoom.,
