cluster_id,canonical_school_name,sources_present,source_count,agreement_label,gpa_values,gpa_range,gpa_spread,mcat_values,mcat_range,mcat_spread,metric_definition_note,prospectivedoctor_school_name,prospectivedoctor_metric_context,prospectivedoctor_gpa,prospectivedoctor_mcat,prospectivedoctor_value_url,prospectivedoctor_notes,shemmassian_school_name,shemmassian_metric_context,shemmassian_gpa,shemmassian_mcat,shemmassian_value_url,shemmassian_notes,matchguy_school_name,matchguy_metric_context,matchguy_gpa,matchguy_mcat,matchguy_value_url,matchguy_notes,cycletrack_acceptance_median_school_name,cycletrack_acceptance_median_metric_context,cycletrack_acceptance_median_gpa,cycletrack_acceptance_median_mcat,cycletrack_acceptance_median_value_url,cycletrack_acceptance_median_notes
124,New York University Grossman School of Medicine,matchguy;shemmassian,2,major_conflict,3.98;3.94;3.95,3.94 - 3.98,0.04,523;516;522.39,516 - 523,7,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,,,,,,,New York University Grossman School of Medicine; New York University Long Island School of Medicine,published school average GPA and MCAT,3.98; 3.94,523; 516,,,New York University Grossman School of Medicine,published school average GPA and MCAT,3.95,522.39,,,,,,,,
125,Northeast Ohio Medical University,cycletrack_acceptance_median;matchguy;prospectivedoctor;shemmassian,4,major_conflict,3.76;3.75;3.75;3.84,3.75 - 3.84,0.09,507;511;511;515,507 - 515,8,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Northeast Ohio Medical University,published school average GPA and MCAT,3.76,507,http://www.neomed.edu/admissions/apply/#com,,Northeast Ohio Medical University,published school average GPA and MCAT,3.75,511,,source row carried an asterisk,Northeast Ohio Medical University,published school average GPA and MCAT,3.75,511,,,Northeast Ohio Medical University,CycleTrack crowdsourced MD acceptance median cGPA and MCAT,3.84,515,https://cycletrack.org/explorer/school/Northeast Ohio,Not an official entering-class average; CycleTrack is crowdsourced applicant/outcome data.
130,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,matchguy;shemmassian,2,major_conflict,3.75;3.6;3.75,3.6 - 3.75,0.15,512;506;512,506 - 512,6,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,,,,,,,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine; Nova Southeastern University Dr. Kiran C. Patel College of Osteopathic Medicine,published school average GPA and MCAT,3.75; 3.6,512; 506,,,Nova Southeastern University Dr. Kiran C. Patel College of Allopathic Medicine,published school average GPA and MCAT,3.75,512,,,,,,,,
138,Oregon Health & Science University School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.77;3.66;3.66,3.66 - 3.77,0.11,512;509;509,509 - 512,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Oregon Health & Science University School of Medicine,published school average GPA and MCAT,3.77,512,http://www.ohsu.edu/xd/education/schools/school-of-medicine/education/future-students.cfm,,Oregon Health & Science University School of Medicine,published school average GPA and MCAT,3.66,509,,source row carried an asterisk,Oregon Health & Science University School of Medicine,published school average GPA and MCAT,3.66,509,,,,,,,,
142,Pennsylvania State University College of Medicine,prospectivedoctor;shemmassian,2,minor_conflict,3.81;3.75,3.75 - 3.81,0.06,512;511,511 - 512,1,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Pennsylvania State University College of Medicine,published school average GPA and MCAT,3.81,512,http://med.psu.edu/md/apply,,Pennsylvania State University College of Medicine,published school average GPA and MCAT,3.75,511,,source row carried an asterisk,,,,,,,,,,,,
144,Philadelphia College of Osteopathic Medicine,cycletrack_acceptance_median;shemmassian,2,major_conflict,3.5;3.77;3.75,3.5 - 3.77,0.27,504;510.5;506.5,504 - 510.5,6.5,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,,,,,,,Philadelphia College of Osteopathic Medicine,published school average GPA and MCAT,3.5,504,,,,,,,,,Philadelphia College of Osteopathic Medicine; Philadelphia College of Osteopathic Medicine (Georgia),CycleTrack crowdsourced DO acceptance median cGPA and MCAT,3.77; 3.75,510.5; 506.5,https://cycletrack.org/explorer/school/Philadelphia COM; https://cycletrack.org/explorer/school/Philadelphia COM - Georgia,Not an official entering-class average; CycleTrack is crowdsourced applicant/outcome data.
147,Ponce School of Medicine and Health Sciences,prospectivedoctor;shemmassian,2,major_conflict,3.64;3.5,3.5 - 3.64,0.14,499;499,499 - 499,0,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Ponce School of Medicine and Health Sciences,published school average GPA and MCAT,3.64,499,http://www.psm.edu/education/md-program/,,Ponce School of Medicine and Health Sciences,published school average GPA and MCAT,3.5,499,,,,,,,,,,,,,,
156,Rush Medical College of Rush University,prospectivedoctor;shemmassian,2,minor_conflict,3.67;3.72,3.67 - 3.72,0.05,511;510,510 - 511,1,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Rush Medical College of Rush University,published school average GPA and MCAT,3.67,511,https://www.rushu.rush.edu/rush-medical-college/doctor-medicine-md-program,,Rush Medical College of Rush University,published school average GPA and MCAT,3.72,510,,,,,,,,,,,,,,
159,Rutgers New Jersey Medical School,prospectivedoctor;shemmassian,2,major_conflict,3.82;3.7,3.7 - 3.82,0.12,515;515,515 - 515,0,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Rutgers New Jersey Medical School,published school average GPA and MCAT,3.82,515,http://njms.rutgers.edu/admissions/prospective/index.cfm,,Rutgers New Jersey Medical School,published school average GPA and MCAT,3.7,515,,source row carried an asterisk,,,,,,,,,,,,
167,San Juan Bautista School of Medicine,cycletrack_acceptance_median;prospectivedoctor;shemmassian,3,major_conflict,3.71;3.57;3.72,3.57 - 3.72,0.15,498;499;506,498 - 506,8,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,San Juan Bautista School of Medicine,published school average GPA and MCAT,3.71,498,http://www.sanjuanbautista.edu/school/md-program/admissions.html,,San Juan Bautista School of Medicine,published school average GPA and MCAT,3.57,499,,,,,,,,,San Juan Bautista School of Medicine,CycleTrack crowdsourced MD acceptance median cGPA and MCAT,3.72,506,https://cycletrack.org/explorer/school/San Juan Bautista,Not an official entering-class average; CycleTrack is crowdsourced applicant/outcome data.
170,Southern Illinois University School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.81;3.79;3.7;3.81;2.8,2.8 - 3.81,1.01,506;516;508;512,506 - 516,10,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Southern Illinois University School of Medicine; Western Michigan University School of Medicine,published school average GPA and MCAT,3.81; 3.79,506; 516,http://www.siumed.edu/studentaffairs/admissions/home.html; http://med.wmich.edu/admissions,,Southern Illinois University School of Medicine; Western Michigan University School of Medicine,published school average GPA and MCAT,3.7; 3.81,508; 512,,source row carried an asterisk,Southern Illinois University School of Medicine,published school average GPA and MCAT,2.8,,,,,,,,,
173,State University of New York Upstate Medical University,cycletrack_acceptance_median;matchguy,2,major_conflict,3.74;3.84,3.74 - 3.84,0.1,512;515,512 - 515,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,,,,,,,,,,,,,State University of New York Upstate Medical University,published school average GPA and MCAT,3.74,512,,,State University of New York Upstate Medical University,CycleTrack crowdsourced MD acceptance median cGPA and MCAT,3.84,515,https://cycletrack.org/explorer/school/SUNY Upstate,Not an official entering-class average; CycleTrack is crowdsourced applicant/outcome data.
177,Temple University Lewis Katz School of Medicine,prospectivedoctor;shemmassian,2,major_conflict,3.77;3.7,3.7 - 3.77,0.07,513;510,510 - 513,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Temple University Lewis Katz School of Medicine,published school average GPA and MCAT,3.77,513,https://medicine.temple.edu/admissions,,Temple University Lewis Katz School of Medicine,published school average GPA and MCAT,3.7,510,,source row carried an asterisk,,,,,,,,,,,,
178,Texas A&M Health Science Center College of Medicine,prospectivedoctor;shemmassian,2,minor_conflict,3.84;3.89,3.84 - 3.89,0.05,513;513,513 - 513,0,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Texas A&M Health Science Center College of Medicine,published school average GPA and MCAT,3.84,513,https://medicine.tamhsc.edu/admissions/index.html,,Texas A&M Health Science Center College of Medicine,published school average GPA and MCAT,3.89,513,,source row carried an asterisk,,,,,,,,,,,,
183,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.89;3.71;3.84;3.85;3.84,3.71 - 3.89,0.18,512;510;509;509;509,509 - 512,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine; Texas Tech University Health Sciences Center School of Medicine - Lubbock,published school average GPA and MCAT,3.89; 3.71,512; 510,http://elpaso.ttuhsc.edu/som/admissions/; http://www.ttuhsc.edu/som/admissions/,,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine; Texas Tech University Health Sciences Center School of Medicine - Lubbock,published school average GPA and MCAT,3.84; 3.85,509,,source row carried an asterisk,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,published school average GPA and MCAT,3.84,509,,,,,,,,
197,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.76;3.7;3.7,3.7 - 3.76,0.06,510;510;510,510 - 510,0,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,published school average GPA and MCAT,3.76,510,https://medschool.usuhs.edu/admissions/application-requirements,,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,published school average GPA and MCAT,3.7,510,,source row carried an asterisk,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,published school average GPA and MCAT,3.7,510,,,,,,,,
198,Universidad Central Del Caribe School of Medicine,prospectivedoctor;shemmassian,2,minor_conflict,3.73;3.8,3.73 - 3.8,0.07,499;501,499 - 501,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,Universidad Central Del Caribe School of Medicine,published school average GPA and MCAT,3.73,499,http://www.uccaribe.edu/admission/,,Universidad Central Del Caribe School of Medicine,published school average GPA and MCAT,3.8,501,,,,,,,,,,,,,,
201,University at Buffalo Jacobs School of Medicine and Biomedical Sciences,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.75;3.7;3.7,3.7 - 3.75,0.05,512;510;510,510 - 512,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,SUNY - Buffalo Jacobs School of Medicine and Biomedical Sciences,published school average GPA and MCAT,3.75,512,http://medicine.buffalo.edu/education/md/admissions.html,,University at Buffalo Jacobs School of Medicine and Biomedical Sciences,published school average GPA and MCAT,3.7,510,,source row carried an asterisk,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,published school average GPA and MCAT,3.7,510,,,,,,,,
202,University of Alabama School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.86;3.69;3.83;3.78;3.88;3.83;3.76;3.86;3.82;3.87;3.7;3.84;3.84;3.76;3.6;3.91;3.87;3.87;3.84;3.83;3.91,3.6 - 3.91,0.31,510;512;514;514;512;514;512;518;513;509.4;517;509;512;509;510;516;514;509.4;500;509;516,500 - 518,18,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Alabama School of Medicine; University of California - Davis School of Medicine; University of Colorado School of Medicine; University of Miami Miller School of Medicine; University of Kansas School of Medicine; University of Maryland School of Medicine; University of Nevada School of Medicine; University of Pittsburgh School of Medicine; University of Utah School of Medicine,published school average GPA and MCAT,3.86; 3.69; 3.83; 3.78; 3.88; 3.76; 3.82,510; 512; 514; 518; 513,http://www.uab.edu/medicine/home/future-students/admissions; http://www.ucdmc.ucdavis.edu/mdprogram/admissions/index.html; http://www.ucdenver.edu/academics/colleges/medicalschool/education/Admissions/Pages/admissions.aspx; http://admissions.med.miami.edu/md-programs/general-md/; http://www.kumc.edu/school-of-medicine/education/admissions.html; http://www.medschool.umaryland.edu/admissions/MD-Application/; http://med.unr.edu/admissions; http://medschool.pitt.edu/admissions/index.aspx; https://medicine.utah.edu/students/programs/md/admissions/,,University of Alabama School of Medicine; University of Colorado School of Medicine; University of Kansas School of Medicine; University of Maryland School of Medicine; University of Nevada Reno School of Medicine; University of Nevada Las Vegas School of Medicine; University of Pittsburgh School of Medicine; University of Utah School of Medicine,published school average GPA and MCAT,3.87; 3.7; 3.84; 3.76; 3.6; 3.91,509.4; 517; 509; 512; 510; 516; 514,,source row carried an asterisk,University of Alabama School of Medicine; University of Colorado School of Medicine; University of Kansas School of Medicine; University of Maryland School of Medicine; University of Pittsburgh School of Medicine,published school average GPA and MCAT,3.87; 3.84; 3.83; 3.91,509.4; 500; 509; 516,,,,,,,,
206,University of Arizona College of Medicine - Tucson,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.79;3.81;3.74;3.8,3.74 - 3.81,0.07,510;515;508;516,508 - 516,8,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Arizona College of Medicine - Tucson; University of Arizona College of Medicine-Phoenix,published school average GPA and MCAT,3.79; 3.81,510; 515,http://medicine.arizona.edu/admissions; http://phoenixmed.arizona.edu/admissions,,University of Arizona College of Medicine - Tucson,published school average GPA and MCAT,3.74,508,,source row carried an asterisk,University of Arizona College of Medicine - Phoenix; University of Arizona College of Medicine - Tucson,published school average GPA and MCAT,3.8,516,,,,,,,,
209,University of Arkansas for Medical Sciences College of Medicine,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.85;3.85;3.83,3.83 - 3.85,0.02,508;507;509,507 - 509,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Arkansas for Medical Sciences College of Medicine,published school average GPA and MCAT,3.85,508,http://medicine.uams.edu/for-medical-school-applicants/,,University of Arkansas for Medical Sciences College of Medicine,published school average GPA and MCAT,3.85,507,,source row carried an asterisk,University of Arkansas for Medical Sciences College of Medicine,published school average GPA and MCAT,3.83,509,,,,,,,,
213,University of California - Davis School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.85;3.59;3.83;3.86;3.76;3.77;3.72;3.83;3.6;3.83;3.87;3.85;3.72;3.86;3.66;3.83,3.59 - 3.87,0.28,516;508;517;518;517;509;509;516;508;514.4;517;517;509;516;509;514.4,508 - 518,10,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of California - Irvine School of Medicine; University of California - Riverside School of Medicine; University of California - San Diego School of Medicine; University of California - San Francisco School of Medicine; University of Southern California Keck School of Medicine; University of Louisville School of Medicine,published school average GPA and MCAT,3.85; 3.59; 3.83; 3.86; 3.76; 3.77,516; 508; 517; 518; 509,http://www.meded.uci.edu/admissions/index.asp; http://medschool.ucr.edu/admissions/; http://meded.ucsd.edu/asa/admissions/; http://meded.ucsf.edu/admissions; http://keck.usc.edu/education/md-program/admissions/; http://louisville.edu/medicine/admissions,,University of California - Davis School of Medicine; University of California - Irvine School of Medicine; University of California - Riverside School of Medicine; University of California - San Diego School of Medicine; University of California - San Francisco School of Medicine; University of Southern California Keck School of Medicine,published school average GPA and MCAT,3.72; 3.83; 3.6; 3.87; 3.85,509; 516; 508; 514.4; 517,,source row carried an asterisk,"University of California, Davis, School of Medicine; University of California, Irvine, School of Medicine; University of California, Riverside School of Medicine; University of California, San Diego School of Medicine",published school average GPA and MCAT,3.72; 3.86; 3.66; 3.83,509; 516; 514.4,,,,,,,,
215,University of Central Florida College of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.88;3.9;3.89;3.86,3.86 - 3.9,0.04,514;515;514;515;500,500 - 515,15,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Central Florida College of Medicine; University of Florida College of Medicine,published school average GPA and MCAT,3.88; 3.9,514; 515,https://med.ucf.edu/admissions/; http://admissions.med.ufl.edu/,,University of Central Florida College of Medicine; University of Florida College of Medicine,published school average GPA and MCAT,3.89; 3.86,514; 515,,source row carried an asterisk,University of Florida College of Medicine,published school average GPA and MCAT,,500,,,,,,,,
220,University of Connecticut School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.82;3.8;3.82;3.76;3.75;3.8;3.75;3.8,3.75 - 3.82,0.07,513;505;505;513;507;506;507;506,505 - 513,8,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Connecticut School of Medicine; University of New Mexico School of Medicine; University of Puerto Rico School of Medicine,published school average GPA and MCAT,3.82; 3.8,513; 505,http://medicine.uconn.edu/admissions/applying-to-the-md-or-md-mba-programs/; http://som.unm.edu/education/md/ume/; https://md.rcm.upr.edu/admissions/,,University of Connecticut School of Medicine; University of New Mexico School of Medicine; University of Puerto Rico School of Medicine,published school average GPA and MCAT,3.76; 3.75; 3.8,513; 507; 506,,source row carried an asterisk,University of New Mexico School of Medicine; University of Puerto Rico School of Medicine,published school average GPA and MCAT,3.75; 3.8,507; 506,,,,,,,,
227,University of Illinois College of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.76;3.84;3.82;3.86;3.83;3.84;3.82,3.76 - 3.86,0.1,513;517;511;514;513;512;511,511 - 517,6,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Illinois College of Medicine; University of Cincinnati College of Medicine,published school average GPA and MCAT,3.76; 3.84,513; 517,http://www.medicine.uic.edu/education/m_d_admissions; https://med.uc.edu/admissions/medical-student-admissions/home,,University of Illinois College of Medicine; University of Cincinnati College of Medicine,published school average GPA and MCAT,3.82; 3.86,511; 514,,source row carried an asterisk,University of Cincinnati College of Medicine; University of Houston College of Medicine; University of Illinois College of Medicine,published school average GPA and MCAT,3.83; 3.84; 3.82,513; 512; 511,,,,,,,,
229,University of Iowa Carver College of Medicine,prospectivedoctor;shemmassian,2,minor_conflict,3.85;3.81,3.81 - 3.85,0.04,512;514,512 - 514,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Iowa Carver College of Medicine,published school average GPA and MCAT,3.85,512,https://medicine.uiowa.edu/md/admission-medical-school-md,,University of Iowa Carver College of Medicine,published school average GPA and MCAT,3.81,514,,source row carried an asterisk,,,,,,,,,,,,
232,University of Kentucky College of Medicine,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.81;3.84;3.83,3.81 - 3.84,0.03,508;508;506,506 - 508,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Kentucky College of Medicine,published school average GPA and MCAT,3.81,508,http://meded.med.uky.edu/medical-school-admissions,,University of Kentucky College of Medicine,published school average GPA and MCAT,3.84,508,,source row carried an asterisk,University of Kentucky College of Medicine,published school average GPA and MCAT,3.83,506,,,,,,,,
236,University of Massachusetts Medical School,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.82;3.76;3.87,3.76 - 3.87,0.11,516;511;512,511 - 516,5,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Massachusetts Medical School,published school average GPA and MCAT,3.82,516,http://www.umassmed.edu/som/admissions/degree-programs/md-program/,,University of Massachusetts Medical School,published school average GPA and MCAT,3.76,511,,source row carried an asterisk,University of Massachusetts Medical School,published school average GPA and MCAT,3.87,512,,,,,,,,
238,University of Miami Miller School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.86;3.86;3.89;3.86;3.78;3.8;3.73;3.85;3.8,3.73 - 3.89,0.16,505;509;509;516;507;506;508;516;506,505 - 516,11,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Mississippi School of Medicine; University of Missouri - Columbia School of Medicine; University of Missouri - Kansas City School of Medicine,published school average GPA and MCAT,3.86; 3.89,505; 509,https://www.umc.edu/som/Departments%20and%20Offices/SOM%20Administrative%20Offices/SOM%20Admissions/SOM%20Admissions.html; http://medicine.missouri.edu/admissions/; http://med.umkc.edu/md/apply/,,University of Miami Miller School of Medicine; University of Louisville School of Medicine; University of Mississippi School of Medicine,published school average GPA and MCAT,3.86; 3.78; 3.8,516; 507; 506,,source row carried an asterisk,University of Louisville School of Medicine; University of Miami Leonard M. Miller School of Medicine; University of Mississippi School of Medicine,published school average GPA and MCAT,3.73; 3.85; 3.8,508; 516; 506,,,,,,,,
240,University of Michigan Medical School,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.87;3.85;3.85,3.85 - 3.87,0.02,518;516,516 - 518,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Michigan Medical School,published school average GPA and MCAT,3.87,518,https://www.cmich.edu/academics/colleges/college-of-medicine,,University of Michigan Medical School,published school average GPA and MCAT,3.85,516,,source row carried an asterisk,University of Michigan Medical School,published school average GPA and MCAT,3.85,,,,,,,,,
242,University of Minnesota Medical School - Twin Cities,prospectivedoctor;shemmassian,2,major_conflict,3.81;3.65;3.84;3.77,3.65 - 3.84,0.19,513;503;511;511.1,503 - 513,10,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Minnesota Medical School - Twin Cities; University of Minnesota Medical School - Duluth,published school average GPA and MCAT,3.81; 3.65,513; 503,https://www.med.umn.edu/admissions,,University of Minnesota Medical School - Twin Cities; University of Minnesota Medical School - Duluth,published school average GPA and MCAT,3.84; 3.77,511; 511.1,,source row carried an asterisk,,,,,,,,,,,,
246,University of Missouri - Columbia School of Medicine,matchguy;shemmassian,2,major_conflict,3.83;3.78;3.84,3.78 - 3.84,0.06,509;506;511,506 - 511,5,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,,,,,,,University of Missouri - Columbia School of Medicine; University of Missouri - Kansas City School of Medicine,published school average GPA and MCAT,3.83; 3.78,509; 506,,source row carried an asterisk,University of Missouri-Columbia School of Medicine,published school average GPA and MCAT,3.84,511,,,,,,,,
248,University of Nebraska College of Medicine,matchguy;prospectivedoctor,2,major_conflict,3.9,3.9,,513;507,507 - 513,6,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Nebraska College of Medicine,published school average GPA and MCAT,3.9,513,http://www.unmc.edu/com/prospective/admissions/index.html,,,,,,,,University of Saskatchewan College of Medicine,published school average GPA and MCAT,,507,,,,,,,,
256,University of North Carolina at Chapel Hill School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.78;3.79;3.79,3.78 - 3.79,0.01,515;512;514,512 - 515,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of North Carolina at Chapel Hill School of Medicine,published school average GPA and MCAT,3.78,515,http://www.med.unc.edu/admit,,University of North Carolina at Chapel Hill School of Medicine,published school average GPA and MCAT,3.79,512,,source row carried an asterisk,University of North Carolina at Chapel Hill School of Medicine,published school average GPA and MCAT,3.79,514,,,,,,,,
266,University of Rochester School of Medicine and Dentistry,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.84;3.6;3.43,3.43 - 3.84,0.41,518;517;517,517 - 518,1,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Rochester School of Medicine and Dentistry,published school average GPA and MCAT,3.84,518,https://www.urmc.rochester.edu/education/md/admissions.aspx,,University of Rochester School of Medicine and Dentistry,published school average GPA and MCAT,3.6,517,,,University of Rochester School of Medicine and Dentistry,published school average GPA and MCAT,3.43,517,,,,,,,,
268,University of South Alabama College of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.91;3.85;3.85;3.79;3,3 - 3.91,0.91,511;511;508;511,508 - 511,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of South Alabama College of Medicine; University of Oklahoma College of Medicine,published school average GPA and MCAT,3.91; 3.85,511,http://www.usahealthsystem.com/doctor-of-medicine; https://www.oumedicine.com/college-of-medicine/information-about/admissions,,University of South Alabama College of Medicine; University of Oklahoma College of Medicine,published school average GPA and MCAT,3.85; 3.79,508; 511,,source row carried an asterisk,University of Oklahoma College of Medicine,published school average GPA and MCAT,3,,,,,,,,,
269,University of South Carolina School of Medicine - Columbia,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.83;3.81;3.77;3.75;3.77,3.75 - 3.83,0.08,510;509;508;509;508;509,508 - 510,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of South Carolina School of Medicine - Columbia; University of South Carolina School of Medicine - Greenville,published school average GPA and MCAT,3.83; 3.81,510; 509,http://admissions.med.sc.edu/; http://sc.edu/study/colleges_schools/medicine_greenville/admissions/apply.php,,University of South Carolina School of Medicine - Columbia; University of South Carolina School of Medicine - Greenville,published school average GPA and MCAT,3.77; 3.75,508; 509,,source row carried an asterisk,University of South Carolina School of Medicine Columbia; University of South Carolina School of Medicine Greenville,published school average GPA and MCAT,3.77,508; 509,,,,,,,,
270,University of South Dakota Sanford School of Medicine,prospectivedoctor;shemmassian,2,minor_conflict,3.87;3.79,3.79 - 3.87,0.08,509;508.3,508.3 - 509,0.7,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of South Dakota Sanford School of Medicine,published school average GPA and MCAT,3.87,509,http://www.usd.edu/medicine/medical-student-affairs/eligibility,,University of South Dakota Sanford School of Medicine,published school average GPA and MCAT,3.79,508.3,,source row carried an asterisk,,,,,,,,,,,,
271,University of South Florida Health Morsani College of Medicine,prospectivedoctor;shemmassian,2,major_conflict,3.78;3.96,3.78 - 3.96,0.18,517;520,517 - 520,3,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of South Florida Health Morsani College of Medicine,published school average GPA and MCAT,3.78,517,http://health.usf.edu/medicine/mdprogram/mdadmissions/,,University of South Florida Health Morsani College of Medicine,published school average GPA and MCAT,3.96,520,,source row carried an asterisk,,,,,,,,,,,,
281,University of Texas Medical Branch School of Medicine,matchguy;prospectivedoctor;shemmassian,3,major_conflict,3.88;3.78;3.8,3.78 - 3.88,0.1,511;512;511,511 - 512,1,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Texas Medical Branch School of Medicine,published school average GPA and MCAT,3.88,511,https://www.utmb.edu/enrollmentservices/resources/admissions,,University of Texas Medical Branch School of Medicine,published school average GPA and MCAT,3.78,512,,source row carried an asterisk,University of Texas Medical Branch School of Medicine,published school average GPA and MCAT,3.8,511,,,,,,,,
282,University of Texas Rio Grande Valley School of Medicine,prospectivedoctor;shemmassian,2,major_conflict,3.72;3.85,3.72 - 3.85,0.13,510;509,509 - 510,1,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Texas Rio Grande Valley School of Medicine,published school average GPA and MCAT,3.72,510,http://www.utrgv.edu/school-of-medicine/admissions-and-aid/index.htm,,University of Texas Rio Grande Valley School of Medicine,published school average GPA and MCAT,3.85,509,,source row carried an asterisk,,,,,,,,,,,,
283,University of Texas School of Medicine at San Antonio,prospectivedoctor;shemmassian,2,minor_conflict,3.88;3.9,3.88 - 3.9,0.02,517;518.6,517 - 518.6,1.6,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Texas School of Medicine at San Antonio,published school average GPA and MCAT,3.88,517,http://som.uthscsa.edu/admissions/,,University of Texas School of Medicine at San Antonio,published school average GPA and MCAT,3.9,518.6,,source row carried an asterisk,,,,,,,,,,,,
284,University of Texas Southwestern Medical School,matchguy;prospectivedoctor;shemmassian,3,minor_conflict,3.9;3.96;3.89,3.89 - 3.96,0.07,518;517;516,516 - 518,2,Published source rows are school averages; CycleTrack rows are crowdsourced acceptance medians.,University of Texas Southwestern Medical School,published school average GPA and MCAT,3.9,518,http://www.utsouthwestern.edu/education/medical-school/admissions/,,University of Texas Southwestern Medical School,published school average GPA and MCAT,3.96,517,,source row carried an asterisk,University of Texas Southwestern Medical School,published school average GPA and MCAT,3.89,516,,,,,,,,
